 TIME                    	APP_anual_FF             	L_anual_FF               	H_anual_FF               	C_anual_FF               	DHW_anual_FF             	
  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0000000000000000E+00	  +9.0933793077600594E-04	  +1.4656728444802580E-04	  +3.2890730027178784E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0000000000000000E+00	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +5.4980653577243292E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.0000000000000000E+00	  +8.5920956467964711E-04	  +0.0000000000000000E+00	  +6.1274311508005812E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.0000000000000000E+00	  +9.1261735659539395E-04	  +2.9313456889605159E-04	  +6.5090275810785903E-03	  +0.0000000000000000E+00	  +7.2428483043578042E-03	
  +5.0000000000000000E+00	  +9.4634859359481248E-04	  +1.4656728444802580E-04	  +3.3924410972305027E-03	  +0.0000000000000000E+00	  -4.6284194039097049E-21	
  +6.0000000000000000E+00	  +1.2040177651181539E-03	  +1.6122401289282834E-03	  +6.4596034341486098E-03	  +0.0000000000000000E+00	  +4.6749918403536097E-21	
  +7.0000000000000000E+00	  +9.1589678241478186E-04	  +1.3191055600322321E-03	  +6.5666269519668793E-03	  +0.0000000000000000E+00	  +9.4761811119898113E-04	
  +8.0000000000000000E+00	  +9.0933793077600615E-04	  +1.3191055600322321E-03	  +7.4249139333865764E-03	  +0.0000000000000000E+00	  +3.7908120145357124E-04	
  +9.0000000000000000E+00	  +9.1636527181754941E-04	  +1.1725382755842064E-03	  +7.4018834886468484E-03	  +0.0000000000000000E+00	  -5.6310548115772537E-22	
  +1.0000000000000000E+01	  +1.7737008788861119E-03	  +2.9313456889605146E-03	  +1.5910333203373005E-02	  +0.0000000000000000E+00	  +1.8947334275725252E-04	
  +1.1000000000000000E+01	  +9.9464985102037506E-03	  +2.9313456889605146E-03	  +1.1215948613607519E-02	  +0.0000000000000000E+00	  +1.0885302374230457E-02	
  +1.2000000000000000E+01	  +1.5820887131533063E-03	  +1.1725382755842064E-03	  +1.2631788102440606E-02	  +0.0000000000000000E+00	  +7.5833066467414904E-04	
  +1.3000000000000000E+01	  +8.5265071304087097E-04	  +0.0000000000000000E+00	  +1.2557142546698872E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4000000000000000E+01	  +8.5265071304087097E-04	  +0.0000000000000000E+00	  +1.2694412140861287E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.5000000000000000E+01	  +9.0933793077600583E-04	  +0.0000000000000000E+00	  +1.3040774095114753E-02	  +0.0000000000000000E+00	  -2.5793455374269321E-18	
  +1.6000000000000000E+01	  +1.0053782583437987E-03	  +1.4656728444802578E-03	  +1.2439362172522670E-02	  +0.0000000000000000E+00	  +9.4772595255255372E-04	
  +1.7000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8000000000000000E+01	  +8.5265071304087129E-04	  +1.3191055600322321E-03	  +1.1427547575032984E-02	  +0.0000000000000000E+00	  +7.0099689211298531E-03	
  +1.9000000000000000E+01	  +2.8521634840619941E-03	  +2.7847784045124889E-03	  +1.7076558943670311E-02	  +0.0000000000000000E+00	  +3.7919501167768966E-04	
  +2.0000000000000000E+01	  +1.8139909675243136E-03	  +2.9313456889605146E-03	  +1.6892496875079235E-02	  +0.0000000000000000E+00	  +3.6346119839523504E-03	
  +2.1000000000000000E+01	  +2.3312032681820534E-03	  +1.6122401289282834E-03	  +9.7414193880389442E-03	  +0.0000000000000000E+00	  +1.8990723315496041E-04	
  +2.2000000000000000E+01	  +1.3478440117684504E-02	  +2.3450765511684119E-03	  +1.2091189875744836E-02	  +0.0000000000000000E+00	  +7.5929345426921228E-04	
  +2.3000000000000000E+01	  +1.5108783239323122E-03	  +2.7847784045124889E-03	  +1.8512586016215856E-02	  +0.0000000000000000E+00	  +5.6818998216484683E-04	
  +2.4000000000000000E+01	  +1.5539793489871222E-03	  +2.9313456889605146E-03	  +1.9650196685124067E-02	  +0.0000000000000000E+00	  +5.6816786421515285E-04	
  +2.5000000000000000E+01	  +9.6602514851113722E-04	  +1.4656728444802580E-04	  +2.1849946244180459E-02	  +0.0000000000000000E+00	  -4.2889081469051424E-22	
  +2.6000000000000000E+01	  +8.5265071304087097E-04	  +0.0000000000000000E+00	  +2.3422961306861386E-02	  +0.0000000000000000E+00	  -2.5883466678910909E-22	
  +2.7000000000000000E+01	  +8.5265071304087097E-04	  +0.0000000000000000E+00	  +2.7294954390810172E-02	  +0.0000000000000000E+00	  -7.9326109368412811E-22	
  +2.8000000000000000E+01	  +8.5265071304087097E-04	  +1.0259709911361807E-03	  +2.8890550068920232E-02	  +0.0000000000000000E+00	  +5.6689397185599646E-04	
  +2.9000000000000000E+01	  +1.0569120926484656E-03	  +5.8626913779210319E-04	  +1.7785187270991008E-02	  +0.0000000000000000E+00	  -4.3939549733202083E-21	
  +3.0000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.1000000000000000E+01	  +1.1422708618331060E-02	  +1.6122401289282834E-03	  +2.6331768512635367E-02	  +0.0000000000000000E+00	  +5.3747744976605538E-21	
  +3.2000000000000000E+01	  +2.1808181698930004E-03	  +2.9313456889605146E-03	  +3.3639517830486958E-02	  +0.0000000000000000E+00	  +3.6258201363815711E-03	
  +3.3000000000000000E+01	  +1.6387759308884469E-03	  +2.7847784045124889E-03	  +3.2951440542857979E-02	  +0.0000000000000000E+00	  +1.0030662432179321E-20	
  +3.4000000000000000E+01	  +1.3061484549219660E-03	  +1.1725382755842064E-03	  +1.6469756553298201E-02	  +0.0000000000000000E+00	  +4.5505353961848242E-21	
  +3.5000000000000000E+01	  +6.5897719393587621E-03	  +1.0259709911361807E-03	  +2.9384826160470705E-02	  +0.0000000000000000E+00	  +1.8912621937815637E-04	
  +3.6000000000000000E+01	  +1.4762101081273592E-03	  +0.0000000000000000E+00	  +2.7427850731150963E-02	  +0.0000000000000000E+00	  +7.5665657521861349E-04	
  +3.7000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +2.5247471900785912E-02	  +0.0000000000000000E+00	  +6.1272637872591702E-23	
  +3.8000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +2.6157984097295358E-02	  +0.0000000000000000E+00	  +2.3567453675314393E-22	
  +3.9000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +2.4635379002684515E-02	  +0.0000000000000000E+00	  -2.0687235412982602E-22	
  +4.0000000000000000E+01	  +8.5265071304087129E-04	  +1.4656728444802580E-04	  +2.5108343801810956E-02	  +0.0000000000000000E+00	  +1.8920963787555592E-04	
  +4.1000000000000000E+01	  +8.9949965331783560E-04	  +2.9313456889605146E-03	  +2.4962984486216231E-02	  +0.0000000000000000E+00	  +1.4260833684537656E-02	
  +4.2000000000000000E+01	  +1.1135993103835978E-03	  +2.9313456889605146E-03	  +2.6254371260885170E-02	  +0.0000000000000000E+00	  +3.7837793030825518E-04	
  +4.3000000000000000E+01	  +6.8062140434384365E-03	  +2.6382111200644633E-03	  +2.2411676090828812E-02	  +0.0000000000000000E+00	  +3.7854216635639518E-04	
  +4.4000000000000000E+01	  +1.4466952757528613E-03	  +2.3450765511684119E-03	  +2.2666529248239441E-02	  +0.0000000000000000E+00	  +1.1063110950768226E-02	
  +4.5000000000000000E+01	  +1.1004816071060553E-03	  +1.3191055600322321E-03	  +1.5934451710181183E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.6000000000000000E+01	  +1.8403669209002632E-02	  +2.7847784045124889E-03	  +1.9671282434541772E-02	  +0.0000000000000000E+00	  +1.8963585782688194E-04	
  +4.7000000000000000E+01	  +7.3318591533459154E-03	  +2.9313456889605146E-03	  +2.5269069408979331E-02	  +0.0000000000000000E+00	  +7.5662719612828153E-04	
  +4.8000000000000000E+01	  +1.4391994453085374E-03	  +2.9313456889605146E-03	  +2.8804016016763585E-02	  +0.0000000000000000E+00	  +5.1380027224144330E-03	
  +4.9000000000000000E+01	  +8.5920956467964722E-04	  +1.1725382755842064E-03	  +3.0583791257847319E-02	  +0.0000000000000000E+00	  +3.7820702114297065E-04	
  +5.0000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +3.1888458332489447E-02	  +0.0000000000000000E+00	  -1.8497921365594386E-22	
  +5.1000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +3.2928604060821633E-02	  +0.0000000000000000E+00	  -1.4339110319399047E-22	
  +5.2000000000000000E+01	  +9.0605850495662627E-04	  +4.3970185334407739E-04	  +3.2289140627585110E-02	  +0.0000000000000000E+00	  +7.0281509488133208E-03	
  +5.3000000000000000E+01	  +9.1261735659539287E-04	  +2.9313456889605159E-04	  +6.3558909060213008E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.4000000000000000E+01	  +1.4902647902104297E-03	  +2.6382111200644633E-03	  +3.4009551020049732E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5000000000000000E+01	  +2.7191124936754634E-03	  +2.1985092667203862E-03	  +3.7188473687177905E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6000000000000000E+01	  +5.3923130258794428E-03	  +2.6382111200644633E-03	  +3.3793433533262716E-02	  +0.0000000000000000E+00	  +1.8798188367077492E-04	
  +5.7000000000000000E+01	  +1.4406049135168386E-03	  +1.9053746978243348E-03	  +2.4470427284037508E-02	  +0.0000000000000000E+00	  +2.1608091996672852E-20	
  +5.8000000000000000E+01	  +1.1501414837996307E-03	  +1.3191055600322321E-03	  +1.8875124546886259E-02	  +0.0000000000000000E+00	  +2.3384201990713198E-20	
  +5.9000000000000000E+01	  +2.5406180312201026E-03	  +2.4916438356164376E-03	  +3.5411995433601226E-02	  +0.0000000000000000E+00	  +4.0031778023391276E-03	
  +6.0000000000000000E+01	  +1.8088375840938700E-03	  +0.0000000000000000E+00	  +3.2300731116400756E-02	  +0.0000000000000000E+00	  -6.2094653112029378E-22	
  +6.1000000000000000E+01	  +9.0933793077601136E-04	  +0.0000000000000000E+00	  +3.0763497131199701E-02	  +0.0000000000000000E+00	  -2.8208375447495144E-22	
  +6.2000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +2.9136345232360077E-02	  +0.0000000000000000E+00	  -3.3745002245777266E-22	
  +6.3000000000000000E+01	  +8.5265071304087129E-04	  +2.9313456889605159E-04	  +2.9346929818605181E-02	  +0.0000000000000000E+00	  -4.8311142959800675E-22	
  +6.4000000000000000E+01	  +8.7232726795720037E-04	  +2.9313456889605146E-03	  +2.9364719260166504E-02	  +0.0000000000000000E+00	  +9.4537196201704152E-04	
  +6.5000000000000000E+01	  +9.0933793077600951E-04	  +1.7588074133763091E-03	  +2.1506450334127607E-02	  +0.0000000000000000E+00	  +1.8910104930000129E-04	
  +6.6000000000000000E+01	  +1.1360868017165414E-03	  +5.8626913779210319E-04	  +6.6313642135867714E-03	  +0.0000000000000000E+00	  -9.6712540965352382E-21	
  +6.7000000000000000E+01	  +1.1925866236905568E-02	  +2.3450765511684119E-03	  +3.1674423711782022E-02	  +0.0000000000000000E+00	  +1.8797216222886119E-04	
  +6.8000000000000000E+01	  +7.4630361861216243E-03	  +2.9313456889605146E-03	  +3.3432980590443147E-02	  +0.0000000000000000E+00	  +1.0658693898704469E-02	
  +6.9000000000000000E+01	  +2.5860615032888123E-03	  +1.1725382755842064E-03	  +1.4097520836449148E-02	  +0.0000000000000000E+00	  -1.1593470324564307E-20	
  +7.0000000000000000E+01	  +1.2635159192699098E-03	  +1.0259709911361807E-03	  +1.8567435497115616E-02	  +0.0000000000000000E+00	  -2.3080044261935409E-20	
  +7.1000000000000000E+01	  +1.6603264434158329E-03	  +2.9313456889605146E-03	  +3.7971842441913331E-02	  +0.0000000000000000E+00	  +5.6670762541671663E-04	
  +7.2000000000000000E+01	  +1.4195228903922004E-03	  +2.7847784045124889E-03	  +3.6666495968145987E-02	  +0.0000000000000000E+00	  +7.5571391528233645E-04	
  +7.3000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +3.7396737594468522E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.4000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +3.7286601382955774E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.5000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +3.8723300726408227E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.6000000000000000E+01	  +9.6602514851114091E-04	  +4.3970185334407739E-04	  +3.4097748179145501E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.7000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.8000000000000000E+01	  +9.1636527181757055E-04	  +1.4656728444802580E-04	  +3.5994708231182715E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.9000000000000000E+01	  +5.3538968948523228E-03	  +2.4916438356164376E-03	  +3.8906036834745486E-02	  +0.0000000000000000E+00	  +3.7811214579010460E-04	
  +8.0000000000000000E+01	  +5.4344770721285671E-03	  +2.7847784045124889E-03	  +3.8484972894422938E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.1000000000000000E+01	  +1.3698630136986369E-03	  +1.0259709911361807E-03	  +2.0598618572857570E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.2000000000000000E+01	  +1.5966118846391622E-03	  +1.9053746978243348E-03	  +3.4156601760581405E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.3000000000000000E+01	  +1.3970353990592859E-03	  +2.6382111200644633E-03	  +4.0714201081811820E-02	  +0.0000000000000000E+00	  +3.6227554967129018E-03	
  +8.4000000000000000E+01	  +1.4195228903922357E-03	  +2.9313456889605146E-03	  +3.9471493688979210E-02	  +0.0000000000000000E+00	  +1.0834098373895379E-02	
  +8.5000000000000000E+01	  +9.8007983059423143E-04	  +2.9313456889605146E-03	  +3.7582725358995574E-02	  +0.0000000000000000E+00	  +1.0384887347865478E-21	
  +8.6000000000000000E+01	  +8.5265071304087129E-04	  +2.9313456889605146E-03	  +3.6350603569346093E-02	  +0.0000000000000000E+00	  +8.3609901514318062E-22	
  +8.7000000000000000E+01	  +8.5265071304087129E-04	  +2.9313456889605146E-03	  +3.5518301037200974E-02	  +0.0000000000000000E+00	  +3.8343357736479580E-22	
  +8.8000000000000000E+01	  +8.5265071304087129E-04	  +2.9313456889605146E-03	  +3.5596250570276593E-02	  +0.0000000000000000E+00	  +1.8895151607234808E-04	
  +8.9000000000000000E+01	  +9.9319753387178567E-04	  +2.3450765511684119E-03	  +2.9700838182774240E-02	  +0.0000000000000000E+00	  +1.1337350157406363E-03	
  +9.0000000000000000E+01	  +1.1337443547026961E-03	  +5.8626913779210319E-04	  +1.1796000217807034E-02	  +0.0000000000000000E+00	  -3.1955803248490835E-20	
  +9.1000000000000000E+01	  +1.2592995146449731E-03	  +1.9053746978243348E-03	  +3.2574064309496595E-02	  +0.0000000000000000E+00	  +9.4430005036610053E-04	
  +9.2000000000000000E+01	  +2.8245226092985533E-03	  +2.9313456889605146E-03	  +3.8011987958818931E-02	  +0.0000000000000000E+00	  +7.5584319971713581E-04	
  +9.3000000000000000E+01	  +1.2705432603114480E-03	  +2.3450765511684119E-03	  +3.1760050620291497E-02	  +0.0000000000000000E+00	  +9.4449817879630176E-04	
  +9.4000000000000000E+01	  +5.0329816539549143E-03	  +2.3450765511684119E-03	  +3.1652302973178656E-02	  +0.0000000000000000E+00	  +5.6674758842985230E-04	
  +9.5000000000000000E+01	  +1.1520154414107139E-02	  +2.9313456889605146E-03	  +3.3818147894242798E-02	  +0.0000000000000000E+00	  +1.5124558787732458E-03	
  +9.6000000000000000E+01	  +1.6462717613327563E-03	  +2.7847784045124889E-03	  +3.8614334784255334E-02	  +0.0000000000000000E+00	  +1.5110167862705196E-03	
  +9.7000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +4.1274533605275859E-02	  +0.0000000000000000E+00	  +7.0175739875628709E-03	
  +9.8000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +4.5422613637242065E-02	  +0.0000000000000000E+00	  -1.2902442182549690E-21	
  +9.9000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +4.5944025727853312E-02	  +0.0000000000000000E+00	  +1.0092185503466532E-21	
  +1.0000000000000000E+02	  +8.5265071304087129E-04	  +2.9313456889605159E-04	  +1.7542185175629027E-02	  +0.0000000000000000E+00	  +1.8875825976604526E-04	
  +1.0100000000000000E+02	  +2.0594794145755916E-03	  +4.3970185334407739E-04	  +1.2256959330155869E-02	  +0.0000000000000000E+00	  +3.7636851499523436E-04	
  +1.0200000000000000E+02	  +3.2897325862489236E-03	  +4.3970185334407739E-04	  +9.0429841347207107E-03	  +0.0000000000000000E+00	  +1.8990723315496859E-04	
  +1.0300000000000000E+02	  +1.0227123662462604E-03	  +2.9313456889605159E-04	  +7.1989416462365429E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0400000000000000E+02	  +1.6041077150834721E-03	  +2.9313456889605146E-03	  +5.7548724171731902E-02	  +0.0000000000000000E+00	  +6.6494204154653336E-21	
  +1.0500000000000000E+02	  +1.6406498884995035E-03	  +2.9313456889605146E-03	  +5.1859782010368220E-02	  +0.0000000000000000E+00	  -6.5346123849887761E-22	
  +1.0600000000000000E+02	  +2.9388340235742823E-03	  +2.9313456889605146E-03	  +4.8075918464475752E-02	  +0.0000000000000000E+00	  +8.5397996128580904E-22	
  +1.0700000000000000E+02	  +4.6104042126567137E-03	  +0.0000000000000000E+00	  +4.1584706250379397E-02	  +0.0000000000000000E+00	  +7.5841357005942325E-03	
  +1.0800000000000000E+02	  +9.1636527181755516E-04	  +0.0000000000000000E+00	  +4.2385198406017885E-02	  +0.0000000000000000E+00	  +1.8876665506066808E-04	
