 TIME                    	APP_anual_FF             	L_anual_FF               	H_anual_FF               	C_anual_FF               	DHW_anual_FF             	
  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0000000000000000E+00	  +9.0933793077600594E-04	  +1.4656728444802580E-04	  +3.2890730027178784E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0000000000000000E+00	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +5.4980653577243292E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.0000000000000000E+00	  +8.5920956467964711E-04	  +0.0000000000000000E+00	  +6.1274311508005812E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.0000000000000000E+00	  +9.1261735659539395E-04	  +2.9313456889605159E-04	  +6.5090275810785903E-03	  +0.0000000000000000E+00	  +7.2428483043578042E-03	
  +5.0000000000000000E+00	  +9.4634859359481248E-04	  +1.4656728444802580E-04	  +3.3924410972305027E-03	  +0.0000000000000000E+00	  -4.6284194039097049E-21	
  +6.0000000000000000E+00	  +1.2040177651181539E-03	  +1.6122401289282834E-03	  +6.4596034341486098E-03	  +0.0000000000000000E+00	  +4.6749918403536097E-21	
  +7.0000000000000000E+00	  +9.1589678241478186E-04	  +1.3191055600322321E-03	  +6.5666269519668793E-03	  +0.0000000000000000E+00	  +9.4761811119898113E-04	
  +8.0000000000000000E+00	  +9.0933793077600615E-04	  +1.3191055600322321E-03	  +7.4249139333865764E-03	  +0.0000000000000000E+00	  +3.7908120145357124E-04	
  +9.0000000000000000E+00	  +9.1636527181754941E-04	  +1.1725382755842064E-03	  +7.4018834886468484E-03	  +0.0000000000000000E+00	  -5.6310548115772537E-22	
  +1.0000000000000000E+01	  +1.7737008788861119E-03	  +2.9313456889605146E-03	  +1.5911537911047647E-02	  +0.0000000000000000E+00	  +1.8947382318309030E-04	
  +1.1000000000000000E+01	  +9.9464985102037506E-03	  +2.9313456889605146E-03	  +1.1389425805851703E-02	  +0.0000000000000000E+00	  +1.0885084737905839E-02	
  +1.2000000000000000E+01	  +1.5820887131533063E-03	  +1.1725382755842064E-03	  +1.3201805102267686E-02	  +0.0000000000000000E+00	  +7.5827500628884844E-04	
  +1.3000000000000000E+01	  +8.5265071304087097E-04	  +0.0000000000000000E+00	  +1.3695196815372379E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4000000000000000E+01	  +8.5265071304087097E-04	  +0.0000000000000000E+00	  +1.3851133127497112E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.5000000000000000E+01	  +9.0933793077600583E-04	  +0.0000000000000000E+00	  +1.3789015226644953E-02	  +0.0000000000000000E+00	  -2.5791196166884354E-18	
  +1.6000000000000000E+01	  +1.0053782583437987E-03	  +1.4656728444802578E-03	  +1.2946131849492681E-02	  +0.0000000000000000E+00	  +9.4764841076015825E-04	
  +1.7000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.8000000000000000E+01	  +8.5265071304087129E-04	  +1.3191055600322321E-03	  +1.1866938233989035E-02	  +0.0000000000000000E+00	  +7.0081712684775185E-03	
  +1.9000000000000000E+01	  +2.8521634840619941E-03	  +2.7847784045124889E-03	  +1.7790295530187596E-02	  +0.0000000000000000E+00	  +3.7915561741107945E-04	
  +2.0000000000000000E+01	  +1.8139909675243136E-03	  +2.9313456889605146E-03	  +1.7553210558741820E-02	  +0.0000000000000000E+00	  +3.6342727780350227E-03	
  +2.1000000000000000E+01	  +2.3312032681820534E-03	  +1.6122401289282834E-03	  +1.0071033457809591E-02	  +0.0000000000000000E+00	  +1.8990723315496041E-04	
  +2.2000000000000000E+01	  +1.3478440117684504E-02	  +2.3450765511684119E-03	  +1.2629448385028181E-02	  +0.0000000000000000E+00	  +7.5922432662096971E-04	
  +2.3000000000000000E+01	  +1.5108783239323122E-03	  +2.7847784045124889E-03	  +1.9003508547171120E-02	  +0.0000000000000000E+00	  +5.6814938038549719E-04	
  +2.4000000000000000E+01	  +1.5539793489871222E-03	  +2.9313456889605146E-03	  +2.0098414002661470E-02	  +0.0000000000000000E+00	  +5.6813153135127378E-04	
  +2.5000000000000000E+01	  +9.6602514851113722E-04	  +1.4656728444802580E-04	  +2.2253116789462884E-02	  +0.0000000000000000E+00	  -4.2311861479236411E-22	
  +2.6000000000000000E+01	  +8.5265071304087097E-04	  +0.0000000000000000E+00	  +2.3787100373898393E-02	  +0.0000000000000000E+00	  -2.5376153113013734E-22	
  +2.7000000000000000E+01	  +8.5265071304087097E-04	  +0.0000000000000000E+00	  +2.7624431792494009E-02	  +0.0000000000000000E+00	  -7.8870682350904556E-22	
  +2.8000000000000000E+01	  +8.5265071304087097E-04	  +1.0259709911361807E-03	  +2.9183368854878013E-02	  +0.0000000000000000E+00	  +5.6686564052213127E-04	
  +2.9000000000000000E+01	  +1.0569120926484656E-03	  +5.8626913779210319E-04	  +1.7928184687902748E-02	  +0.0000000000000000E+00	  -4.4339243177970882E-21	
  +3.0000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.1000000000000000E+01	  +1.1422708618331060E-02	  +1.6122401289282834E-03	  +2.6524602151718708E-02	  +0.0000000000000000E+00	  +5.4871488186814917E-21	
  +3.2000000000000000E+01	  +2.1808181698930004E-03	  +2.9313456889605146E-03	  +3.3869144652381222E-02	  +0.0000000000000000E+00	  +3.6257051093123104E-03	
  +3.3000000000000000E+01	  +1.6387759308884469E-03	  +2.7847784045124889E-03	  +3.3147868709044161E-02	  +0.0000000000000000E+00	  +1.0043288327345973E-20	
  +3.4000000000000000E+01	  +1.3061484549219660E-03	  +1.1725382755842064E-03	  +1.6538321302914830E-02	  +0.0000000000000000E+00	  +4.8156195441043625E-21	
  +3.5000000000000000E+01	  +6.5897719393587621E-03	  +1.0259709911361807E-03	  +3.0453201141955048E-02	  +0.0000000000000000E+00	  +1.8907451112570338E-04	
  +3.6000000000000000E+01	  +1.4762101081273592E-03	  +0.0000000000000000E+00	  +3.0218339702214301E-02	  +0.0000000000000000E+00	  +7.5637361860568704E-04	
  +3.7000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +2.9614133842133641E-02	  +0.0000000000000000E+00	  -2.0491195541547510E-23	
  +3.8000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +2.9493781726782086E-02	  +0.0000000000000000E+00	  -2.0587001950917634E-22	
  +3.9000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +2.7266036547482480E-02	  +0.0000000000000000E+00	  -5.7396719398146293E-22	
  +4.0000000000000000E+01	  +8.5265071304087129E-04	  +1.4656728444802580E-04	  +2.6985103058220147E-02	  +0.0000000000000000E+00	  +1.8916432282055069E-04	
  +4.1000000000000000E+01	  +8.9949965331783560E-04	  +2.9313456889605146E-03	  +2.6237888550057431E-02	  +0.0000000000000000E+00	  +1.4258149902228037E-02	
  +4.2000000000000000E+01	  +1.1135993103835978E-03	  +2.9313456889605146E-03	  +2.8336092629308956E-02	  +0.0000000000000000E+00	  +3.7826622219130945E-04	
  +4.3000000000000000E+01	  +6.8062140434384365E-03	  +2.6382111200644633E-03	  +2.4424261164089557E-02	  +0.0000000000000000E+00	  +3.7842773692228836E-04	
  +4.4000000000000000E+01	  +1.4466952757528613E-03	  +2.3450765511684119E-03	  +2.4350828038179163E-02	  +0.0000000000000000E+00	  +1.1059868625383790E-02	
  +4.5000000000000000E+01	  +1.1004816071060553E-03	  +1.3191055600322321E-03	  +1.6800838846648632E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.6000000000000000E+01	  +1.8403669209002632E-02	  +2.7847784045124889E-03	  +2.1418846530373004E-02	  +0.0000000000000000E+00	  +1.8958747922570484E-04	
  +4.7000000000000000E+01	  +7.3318591533459154E-03	  +2.9313456889605146E-03	  +2.6844702454048779E-02	  +0.0000000000000000E+00	  +7.5645699593389977E-04	
  +4.8000000000000000E+01	  +1.4391994453085374E-03	  +2.9313456889605146E-03	  +3.0211347887464580E-02	  +0.0000000000000000E+00	  +5.1369769736691225E-03	
  +4.9000000000000000E+01	  +8.5920956467964722E-04	  +1.1725382755842064E-03	  +3.1850051752000244E-02	  +0.0000000000000000E+00	  +3.7813859604682548E-04	
  +5.0000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +3.3030751319301242E-02	  +0.0000000000000000E+00	  -1.8492023327089584E-22	
  +5.1000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +3.3961478752157208E-02	  +0.0000000000000000E+00	  -1.4334965692428302E-22	
  +5.2000000000000000E+01	  +9.0605850495662627E-04	  +4.3970185334407739E-04	  +3.3181286100893256E-02	  +0.0000000000000000E+00	  +7.0272293193050931E-03	
  +5.3000000000000000E+01	  +9.1261735659539287E-04	  +2.9313456889605159E-04	  +6.3859618643999343E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.4000000000000000E+01	  +1.4902647902104297E-03	  +2.6382111200644633E-03	  +3.4812503888227146E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.5000000000000000E+01	  +2.7191124936754634E-03	  +2.1985092667203862E-03	  +3.7909810059824453E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +5.6000000000000000E+01	  +5.3923130258794428E-03	  +2.6382111200644633E-03	  +3.4403344450997624E-02	  +0.0000000000000000E+00	  +1.8799873049913171E-04	
  +5.7000000000000000E+01	  +1.4406049135168386E-03	  +1.9053746978243348E-03	  +2.4878330617304281E-02	  +0.0000000000000000E+00	  +2.1975588301579125E-20	
  +5.8000000000000000E+01	  +1.1501414837996307E-03	  +1.3191055600322321E-03	  +1.9138034776748195E-02	  +0.0000000000000000E+00	  +2.3753017572694460E-20	
  +5.9000000000000000E+01	  +2.5406180312201026E-03	  +2.4916438356164376E-03	  +3.6302869078241012E-02	  +0.0000000000000000E+00	  +4.0025563935800843E-03	
  +6.0000000000000000E+01	  +1.8088375840938700E-03	  +0.0000000000000000E+00	  +3.4298382554896048E-02	  +0.0000000000000000E+00	  -5.5903023123509846E-22	
  +6.1000000000000000E+01	  +9.0933793077601136E-04	  +0.0000000000000000E+00	  +3.3283937205323987E-02	  +0.0000000000000000E+00	  -2.1481475508523614E-22	
  +6.2000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +3.1900766587854949E-02	  +0.0000000000000000E+00	  -6.0086567964073838E-23	
  +6.3000000000000000E+01	  +8.5265071304087129E-04	  +2.9313456889605159E-04	  +3.1316215393740812E-02	  +0.0000000000000000E+00	  -4.1810610450354672E-22	
  +6.4000000000000000E+01	  +8.7232726795720037E-04	  +2.9313456889605146E-03	  +3.1180989575547362E-02	  +0.0000000000000000E+00	  +9.4512811410458737E-04	
  +6.5000000000000000E+01	  +9.0933793077600951E-04	  +1.7588074133763091E-03	  +2.2635978862365871E-02	  +0.0000000000000000E+00	  +1.8905279189524230E-04	
  +6.6000000000000000E+01	  +1.1360868017165414E-03	  +5.8626913779210319E-04	  +6.9850414188136903E-03	  +0.0000000000000000E+00	  -1.0188955500637261E-20	
  +6.7000000000000000E+01	  +1.1925866236905568E-02	  +2.3450765511684119E-03	  +3.3101309659013950E-02	  +0.0000000000000000E+00	  +1.8797216222886119E-04	
  +6.8000000000000000E+01	  +7.4630361861216243E-03	  +2.9313456889605146E-03	  +3.5001189072306135E-02	  +0.0000000000000000E+00	  +1.0656339461022143E-02	
  +6.9000000000000000E+01	  +2.5860615032888123E-03	  +1.1725382755842064E-03	  +1.4703875854248155E-02	  +0.0000000000000000E+00	  -1.2093187287375284E-20	
  +7.0000000000000000E+01	  +1.2635159192699098E-03	  +1.0259709911361807E-03	  +1.8908356441227660E-02	  +0.0000000000000000E+00	  -2.2820006962377579E-20	
  +7.1000000000000000E+01	  +1.6603264434158329E-03	  +2.9313456889605146E-03	  +3.9315802118866865E-02	  +0.0000000000000000E+00	  +5.6660883859473664E-04	
  +7.2000000000000000E+01	  +1.4195228903922004E-03	  +2.7847784045124889E-03	  +3.7790591987924685E-02	  +0.0000000000000000E+00	  +7.5559243127745323E-04	
  +7.3000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +3.8409873121258882E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.4000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +3.8208301764891477E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.5000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +3.9564050496528738E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.6000000000000000E+01	  +9.6602514851114091E-04	  +4.3970185334407739E-04	  +3.4669336337494687E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.7000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.8000000000000000E+01	  +9.1636527181757055E-04	  +1.4656728444802580E-04	  +3.5994708231182715E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +7.9000000000000000E+01	  +5.3538968948523228E-03	  +2.4916438356164376E-03	  +3.9441844197302435E-02	  +0.0000000000000000E+00	  +3.7807460202608155E-04	
  +8.0000000000000000E+01	  +5.4344770721285671E-03	  +2.7847784045124889E-03	  +3.9091668881683625E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.1000000000000000E+01	  +1.3698630136986369E-03	  +1.0259709911361807E-03	  +2.0688326513184949E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.2000000000000000E+01	  +1.5966118846391622E-03	  +1.9053746978243348E-03	  +3.4473622489589038E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +8.3000000000000000E+01	  +1.3970353990592859E-03	  +2.6382111200644633E-03	  +4.1209751002135822E-02	  +0.0000000000000000E+00	  +3.6224916574445912E-03	
  +8.4000000000000000E+01	  +1.4195228903922357E-03	  +2.9313456889605146E-03	  +3.9977956512932782E-02	  +0.0000000000000000E+00	  +1.0833331896064329E-02	
  +8.5000000000000000E+01	  +9.8007983059423143E-04	  +2.9313456889605146E-03	  +3.8263206232277469E-02	  +0.0000000000000000E+00	  +9.2293173376459336E-22	
  +8.6000000000000000E+01	  +8.5265071304087129E-04	  +2.9313456889605146E-03	  +3.6992493405584144E-02	  +0.0000000000000000E+00	  +9.1595430327572429E-22	
  +8.7000000000000000E+01	  +8.5265071304087129E-04	  +2.9313456889605146E-03	  +3.6015454026486975E-02	  +0.0000000000000000E+00	  +4.8781482483009124E-22	
  +8.8000000000000000E+01	  +8.5265071304087129E-04	  +2.9313456889605146E-03	  +3.5884803120133625E-02	  +0.0000000000000000E+00	  +1.8894195837830741E-04	
  +8.9000000000000000E+01	  +9.9319753387178567E-04	  +2.3450765511684119E-03	  +2.9921942957111800E-02	  +0.0000000000000000E+00	  +1.1336932391189988E-03	
  +9.0000000000000000E+01	  +1.1337443547026961E-03	  +5.8626913779210319E-04	  +1.1814571094007372E-02	  +0.0000000000000000E+00	  -3.1356845991582843E-20	
  +9.1000000000000000E+01	  +1.2592995146449731E-03	  +1.9053746978243348E-03	  +3.2810334499761305E-02	  +0.0000000000000000E+00	  +9.4422592847605063E-04	
  +9.2000000000000000E+01	  +2.8245226092985533E-03	  +2.9313456889605146E-03	  +3.8435585909452868E-02	  +0.0000000000000000E+00	  +7.5579846826137197E-04	
  +9.3000000000000000E+01	  +1.2705432603114480E-03	  +2.3450765511684119E-03	  +3.2064547442229689E-02	  +0.0000000000000000E+00	  +9.4444630928070808E-04	
  +9.4000000000000000E+01	  +5.0329816539549143E-03	  +2.3450765511684119E-03	  +3.1921197672545858E-02	  +0.0000000000000000E+00	  +5.6671945099485152E-04	
  +9.5000000000000000E+01	  +1.1520154414107139E-02	  +2.9313456889605146E-03	  +3.4152161134853247E-02	  +0.0000000000000000E+00	  +1.5123836465174025E-03	
  +9.6000000000000000E+01	  +1.6462717613327563E-03	  +2.7847784045124889E-03	  +3.8916043341724570E-02	  +0.0000000000000000E+00	  +1.5109516067532257E-03	
  +9.7000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +4.1549870569193008E-02	  +0.0000000000000000E+00	  +7.0173253080309849E-03	
  +9.8000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +4.5675194644377790E-02	  +0.0000000000000000E+00	  -1.2841901984882968E-21	
  +9.9000000000000000E+01	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +4.6176296876638115E-02	  +0.0000000000000000E+00	  +1.0145276717672991E-21	
  +1.0000000000000000E+02	  +8.5265071304087129E-04	  +2.9313456889605159E-04	  +1.7628163338170307E-02	  +0.0000000000000000E+00	  +1.8875247982474326E-04	
  +1.0100000000000000E+02	  +2.0594794145755916E-03	  +4.3970185334407739E-04	  +1.2279074921014512E-02	  +0.0000000000000000E+00	  +3.7637414252105340E-04	
  +1.0200000000000000E+02	  +3.2897325862489236E-03	  +4.3970185334407739E-04	  +9.0627812603505248E-03	  +0.0000000000000000E+00	  +1.8990723315496859E-04	
  +1.0300000000000000E+02	  +1.0227123662462604E-03	  +2.9313456889605159E-04	  +7.1989416462365429E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0400000000000000E+02	  +1.6041077150834721E-03	  +2.9313456889605146E-03	  +5.7628282876690716E-02	  +0.0000000000000000E+00	  +6.7537717515896115E-21	
  +1.0500000000000000E+02	  +1.6406498884995035E-03	  +2.9313456889605146E-03	  +5.2043139755115042E-02	  +0.0000000000000000E+00	  -6.4762383676554282E-22	
  +1.0600000000000000E+02	  +2.9388340235742823E-03	  +2.9313456889605146E-03	  +4.8230984582618118E-02	  +0.0000000000000000E+00	  +8.2885830296005462E-22	
  +1.0700000000000000E+02	  +4.6104042126567137E-03	  +0.0000000000000000E+00	  +4.1962752887006759E-02	  +0.0000000000000000E+00	  +7.5837728832403592E-03	
  +1.0800000000000000E+02	  +9.1636527181755516E-04	  +0.0000000000000000E+00	  +4.4132155980097898E-02	  +0.0000000000000000E+00	  +1.8871882854140719E-04	
